session_id,user_id,session_start,session_end,session_duration,country,traffic_source,campaign_name,device_category,landing_page,exit_page
S26010177443,U00298,2026-01-01 13:53:28,2026-01-01 14:20:29,27m 1s,CN,social,valentines_accessories,mobile,/,/cart
S26020497127,U00388,2026-02-04 19:41:40,2026-02-04 20:02:55,1275s,Argentina,email,tech_tuesday_email,mobile,/wearables,/
S26010240606,U00335,2026-01-02 20:26:26,2026-01-02 20:48:58,22m 32s,Argentina,social,latam_social_push,mobile,/sale,/
S26010727613,U03744,2026-01-07 18:04:41,2026-01-07 18:24:57,1216s,US,direct,,desktop,/deals,/404
S26031717300,U01532,2026-03-17 07:54:15,2026-03-17 08:05:05,10m 50s,brazil,email,tech_tuesday_email,mobile,/deals,/products
S26022370999,U02109,2026-02-23 00:13:16,2026-02-23 00:21:38,8m 22s,AU,email,tech_tuesday_email,mobile,/new-arrivals,/cart
S26010341000,U03948,2026-01-03 15:54:28,2026-01-03 15:57:47,3m 19s,mexico,organic,,desktop,/deals,/cart
S26021995352,U01780,2026-02-19 15:13:50,2026-02-19 15:37:01,1391s,United States,paid,spring_sale_2026,desktop,/new-arrivals,/search
S26011935686,U00930,2026-01-19 02:52:35,2026-01-19 02:58:07,5m 32s,Australia,paid,asia_pacific_launch,mobile,/,/products
S26010661809,U00912,2026-01-06 06:27:44,2026-01-06 06:48:05,20m 21s,Mexico,paid,spring_sale_2026,desktop,/sale,/search
S26010671400,U02572,2026-01-06 20:40:16,2026-01-06 20:46:46,390s,JP,email,tech_tuesday_email,desktop,/,/
S26011124146,U02874,2026-01-11 07:29:49,2026-01-11 07:36:56,427s,australia,direct,,desktop,/tablets,/cart
S26032264772,U02738,2026-03-22 13:19:15,2026-03-22 13:23:23,4m 8s,germany,direct,,desktop,/audio,/search
S26021854390,U03501,2026-02-18 10:37:18,2026-02-18 10:51:55,14m 37s,singapore,social,influencer_sea_q1,mobile,/new-arrivals,/search
S26032563742,U01925,2026-03-25 23:15:39,2026-03-25 23:27:09,11m 30s,china,direct,,desktop,/,/search
S26030547081,U01171,2026-03-05 00:20:23,2026-03-05 00:31:06,10m 43s,united states,organic,,mobile,/deals,/
S26020916783,U02257,2026-02-09 02:13:00,2026-02-09 02:25:22,12m 22s,USA,paid,new_year_gadgets,desktop,/,/cart
S26032751781,U00660,2026-03-27 15:06:00,2026-03-27 15:26:47,20m 47s,china,paid,spring_sale_2026,desktop,/sale,/404
S26011950149,U04559,2026-01-19 02:55:21,2026-01-19 03:12:22,17m 1s,India,paid,spring_sale_2026,desktop,/,/search
S26011515384,U02820,2026-01-15 19:31:31,2026-01-15 19:46:24,893s,china,paid,new_year_gadgets,mobile,/new-arrivals,/search
S26020300545,U03471,2026-02-03 13:31:46,2026-02-03 13:45:58,14m 12s,france,paid,middle_east_premium,mobile,/,/
S26031521345,U02661,2026-03-15 19:28:59,2026-03-15 19:49:49,20m 50s,United States,email,tech_tuesday_email,desktop,/new-arrivals,/products
S26021714501,U04120,2026-02-17 23:57:34,2026-02-18 00:21:22,1428s,australia,direct,,tablet,/deals,/search
S26020195270,U00931,2026-02-01 03:40:07,2026-02-01 03:43:18,3m 11s,Canada,social,influencer_sea_q1,tablet,/,/cart
S26021360192,U00065,2026-02-13 12:01:31,2026-02-13 12:04:50,3m 19s,AE,paid,retargeting_global,mobile,/sale,/
S26031718486,U03728,2026-03-17 07:22:16,2026-03-17 07:30:27,8m 11s,france,social,influencer_sea_q1,desktop,/accessories,/products
S26012477123,U01400,2026-01-24 20:29:28,2026-01-24 20:42:04,756s,Australia,social,influencer_sea_q1,mobile,/accessories,/search
S26022777894,U01089,2026-02-27 18:14:18,2026-02-27 18:23:57,9m 39s,India,organic,,desktop,/audio,/products
S26030169768,U02804,2026-03-01 14:30:26,2026-03-01 14:59:33,1747s,Thailand,social,latam_social_push,mobile,/,/search
S26022223929,U04063,2026-02-22 17:18:21,2026-02-22 17:37:50,1169s,ZA,social,valentines_accessories,mobile,/new-arrivals,/products
S26031668714,U02079,2026-03-16 23:16:50,2026-03-16 23:40:45,23m 55s,China,organic,,desktop,/,/cart
S26021155701,U04594,2026-02-11 22:07:52,2026-02-11 22:27:07,1155s,singapore,direct,,mobile,/,/search
S26012107978,U00660,2026-01-21 17:39:11,2026-01-21 17:47:13,482s,China,social,valentines_accessories,tablet,/accessories,/products
S26022150894,U03858,2026-02-21 22:15:55,2026-02-21 22:19:29,3m 34s,canada,direct,,desktop,/wearables,/404
S26031023537,U01258,2026-03-10 08:33:57,2026-03-10 09:00:56,26m 59s,India,paid,spring_sale_2026,desktop,/sale,/cart
S26020946826,U00908,2026-02-09 04:24:04,2026-02-09 04:32:55,8m 51s,ZA,social,valentines_accessories,mobile,/,/404
S26021131897,U02508,2026-02-11 20:28:15,2026-02-11 20:50:47,22m 32s,thailand,paid,spring_sale_2026,mobile,/new-arrivals,/404
S26031903355,U01104,2026-03-19 12:01:59,2026-03-19 12:19:23,1044s,brazil,social,valentines_accessories,mobile,/sale,/cart
S26020818402,U04484,2026-02-08 18:00:47,2026-02-08 18:08:16,7m 29s,South Africa,organic,,desktop,/sale,/search
S26030518680,U01451,2026-03-05 18:03:58,2026-03-05 18:30:36,1598s,Australia,social,influencer_sea_q1,mobile,/,/cart
S26031970055,U01383,2026-03-19 07:27:58,2026-03-19 07:49:03,1265s,United States,direct,,mobile,/deals,/404
S26011528181,U01056,2026-01-15 04:07:25,2026-01-15 04:19:42,12m 17s,JP,paid,spring_sale_2026,desktop,/wearables,/search
S26012753855,U02564,2026-01-27 17:44:53,2026-01-27 17:57:32,759s,AE,direct,,desktop,/new-arrivals,/search
S26021313178,U00127,2026-02-13 10:19:16,2026-02-13 10:28:11,535s,japan,social,valentines_accessories,mobile,/,/search
S26021149566,U01706,2026-02-11 09:57:21,2026-02-11 10:14:17,1016s,australia,paid,asia_pacific_launch,desktop,/phones,/cart
S26020346599,U04908,2026-02-03 00:31:51,2026-02-03 00:45:17,806s,United States,email,tech_tuesday_email,mobile,/audio,/search
S26021226580,U03723,2026-02-12 04:25:34,2026-02-12 04:34:11,517s,FR,direct,,desktop,/new-arrivals,/
S26021076049,U02237,2026-02-10 01:43:57,2026-02-10 02:04:34,20m 37s,china,organic,,tablet,/deals,/search
S26032470956,U04083,2026-03-24 20:14:46,2026-03-24 20:42:32,1666s,TH,organic,,mobile,/new-arrivals,/search
S26021379947,U02759,2026-02-13 07:10:49,2026-02-13 07:16:09,320s,australia,organic,,mobile,/,/search
S26031177943,U02925,2026-03-11 02:18:52,2026-03-11 02:33:54,902s,CO,paid,middle_east_premium,mobile,/deals,/cart
S26032298908,U03204,2026-03-22 02:02:48,2026-03-22 02:30:51,28m 3s,TH,email,tech_tuesday_email,desktop,/deals,/search
S26030387127,U01047,2026-03-03 13:46:43,2026-03-03 14:05:00,18m 17s,canada,organic,,mobile,/,/search
S26011836293,U04534,2026-01-18 16:22:04,2026-01-18 16:45:59,23m 55s,australia,paid,asia_pacific_launch,tablet,/new-arrivals,/products
S26020515085,U04896,2026-02-05 13:01:35,2026-02-05 13:16:22,887s,CA,organic,,desktop,/deals,/cart
S26031447300,U04923,2026-03-14 22:59:22,2026-03-14 23:27:50,1708s,china,social,valentines_accessories,mobile,/deals,/
S26010879343,U00703,2026-01-08 21:39:04,2026-01-08 21:54:27,923s,china,paid,new_year_gadgets,desktop,/sale,/products
S26010565890,U02926,2026-01-05 02:32:50,2026-01-05 02:49:53,1023s,IT,organic,,desktop,/,/products
S26032157416,U04095,2026-03-21 02:46:53,2026-03-21 03:08:19,1286s,japan,paid,retargeting_global,mobile,/sale,/404
S26011795314,U01132,2026-01-17 12:39:25,2026-01-17 12:58:36,19m 11s,UAE,organic,,desktop,/audio,/search
S26032922181,U03490,2026-03-29 14:23:16,2026-03-29 14:38:36,15m 20s,DE,social,latam_social_push,desktop,/new-arrivals,/products
S26022224826,U01356,2026-02-22 01:12:06,2026-02-22 01:35:59,23m 53s,Argentina,direct,,mobile,/sale,/products
S26021484285,U01295,2026-02-14 12:46:25,2026-02-14 12:53:23,418s,Australia,organic,,mobile,/sale,/404
S26022239072,U00791,2026-02-22 13:16:32,2026-02-22 13:29:34,782s,Italy,paid,asia_pacific_launch,mobile,/audio,/search
S26022535188,U03958,2026-02-25 07:55:13,2026-02-25 08:17:20,1327s,AU,direct,,mobile,/sale,/products
S26030484469,U00298,2026-03-04 02:53:10,2026-03-04 03:08:17,15m 7s,china,paid,asia_pacific_launch,desktop,/sale,/cart
S26021414209,U00386,2026-02-14 20:11:04,2026-02-14 20:14:32,3m 28s,Japan,paid,spring_sale_2026,mobile,/deals,/
S26022683626,U02139,2026-02-26 23:09:33,2026-02-26 23:37:24,1671s,India,direct,,desktop,/new-arrivals,/
S26020505840,U00466,2026-02-05 09:20:11,2026-02-05 09:46:50,26m 39s,japan,organic,,mobile,/deals,/
S26031419128,U01388,2026-03-14 14:22:15,2026-03-14 14:33:25,11m 10s,UAE,paid,new_year_gadgets,desktop,/deals,/search
S26010320796,U01369,2026-01-03 10:49:08,2026-01-03 11:05:47,16m 39s,JP,organic,,desktop,/sale,/products
S26011671929,U02030,2026-01-16 20:04:26,2026-01-16 20:12:01,455s,UK,email,tech_tuesday_email,tablet,/accessories,/
S26010314055,U03058,2026-01-03 16:46:07,2026-01-03 16:50:57,4m 50s,France,organic,,tablet,/,/cart
S26030708885,U03261,2026-03-07 03:18:15,2026-03-07 03:43:25,1510s,canada,paid,spring_sale_2026,mobile,/tablets,/products
S26021679018,U02700,2026-02-16 17:10:48,2026-02-16 17:24:12,13m 24s,italy,organic,,mobile,/sale,/
S26021187690,U04448,2026-02-11 21:43:07,2026-02-11 21:47:21,254s,uae,paid,spring_sale_2026,desktop,/deals,/
S26031308076,U03799,2026-03-13 16:25:03,2026-03-13 16:30:46,5m 43s,GB,direct,,desktop,/sale,/cart
S26011523289,U02372,2026-01-15 22:33:57,2026-01-15 22:58:29,1472s,IN,email,tech_tuesday_email,desktop,/phones,/cart
S26031457484,U03529,2026-03-14 19:33:21,2026-03-14 19:35:35,2m 14s,IN,organic,,mobile,/new-arrivals,/404
S26022319927,U02904,2026-02-23 08:08:26,2026-02-23 08:24:12,15m 46s,ZA,social,latam_social_push,desktop,/deals,/
S26011339843,U02719,2026-01-13 06:11:54,2026-01-13 06:33:59,22m 5s,Singapore,organic,,mobile,/new-arrivals,/search
S26011349705,U04553,2026-01-13 07:07:04,2026-01-13 07:34:17,1633s,AE,paid,retargeting_global,mobile,/new-arrivals,/cart
S26020933083,U03265,2026-02-09 01:48:57,2026-02-09 01:52:23,206s,Australia,social,latam_social_push,mobile,/new-arrivals,/404
S26022871503,U02154,2026-02-28 07:25:13,2026-02-28 07:49:42,24m 29s,australia,email,tech_tuesday_email,mobile,/wearables,/products
S26022050693,U04975,2026-02-20 06:17:38,2026-02-20 06:40:05,22m 27s,singapore,paid,spring_sale_2026,desktop,/,/
S26030915780,U02000,2026-03-09 13:29:51,2026-03-09 13:46:09,978s,CN,paid,middle_east_premium,desktop,/sale,/
S26013132502,U03098,2026-01-31 12:42:58,2026-01-31 12:48:07,309s,Deutschland,paid,spring_sale_2026,mobile,/deals,/search
S26022037057,U01131,2026-02-20 08:30:21,2026-02-20 08:50:11,19m 50s,Thailand,direct,,mobile,/deals,/products
S26012488102,U02106,2026-01-24 19:45:24,2026-01-24 19:54:13,8m 49s,CA,paid,spring_sale_2026,desktop,/deals,/search
S26031211818,U02715,2026-03-12 02:51:44,2026-03-12 03:05:26,822s,canada,social,latam_social_push,mobile,/new-arrivals,/search
S26012182073,U02886,2026-01-21 16:56:44,2026-01-21 17:22:04,25m 20s,Australia,social,influencer_sea_q1,desktop,/sale,/
S26031834721,U04556,2026-03-18 13:56:36,2026-03-18 14:09:44,13m 8s,Australia,social,latam_social_push,mobile,/,/cart
S26031109413,U01408,2026-03-11 22:11:54,2026-03-11 22:17:13,319s,Thailand,organic,,desktop,/wearables,/search
S26010419953,U04085,2026-01-04 11:48:19,2026-01-04 11:52:19,4m 0s,TH,social,latam_social_push,mobile,/,/cart
S26022257544,U04840,2026-02-22 08:45:57,2026-02-22 09:13:53,1676s,AU,direct,,desktop,/,/
S26013017342,U00271,2026-01-30 19:17:32,2026-01-30 19:27:04,9m 32s,Deutschland,organic,,desktop,/new-arrivals,/
S26022520567,U02985,2026-02-25 16:14:04,2026-02-25 16:42:53,1729s,SG,social,influencer_sea_q1,mobile,/new-arrivals,/404
S26011485929,U04041,2026-01-14 13:29:43,2026-01-14 13:51:37,1314s,GB,direct,,mobile,/,/
S26021492357,U00419,2026-02-14 02:43:33,2026-02-14 02:56:20,767s,JP,email,tech_tuesday_email,desktop,/,/cart
S26031748632,U00074,2026-03-17 00:22:39,2026-03-17 00:47:11,1472s,CA,organic,,desktop,/,/
S26011817369,U01936,2026-01-18 02:33:51,2026-01-18 02:55:49,1318s,JP,social,latam_social_push,desktop,/tablets,/search
S26022794172,U01468,2026-02-27 22:11:24,2026-02-27 22:11:55,31s,canada,social,influencer_sea_q1,desktop,/sale,/search
S26032248181,U01043,2026-03-22 08:58:35,2026-03-22 09:01:17,162s,Singapore,organic,,mobile,/deals,/404
S26021885646,U03703,2026-02-18 03:53:45,2026-02-18 03:55:52,127s,thailand,paid,spring_sale_2026,mobile,/accessories,/products
S26022626528,U04705,2026-02-26 12:02:08,2026-02-26 12:04:47,159s,Thailand,social,latam_social_push,desktop,/new-arrivals,/search
S26020558574,U04143,2026-02-05 23:27:45,2026-02-05 23:43:17,15m 32s,AR,social,valentines_accessories,mobile,/phones,/404
S26030108731,U01040,2026-03-01 15:26:16,2026-03-01 15:41:33,15m 17s,Australia,paid,middle_east_premium,desktop,/,/
S26030988259,U04535,2026-03-09 07:06:29,2026-03-09 07:12:29,360s,SG,social,influencer_sea_q1,desktop,/sale,/search
S26022777515,U01700,2026-02-27 01:52:03,2026-02-27 02:00:21,8m 18s,Italy,organic,,desktop,/accessories,/cart
S26011851565,U04830,2026-01-18 14:28:15,2026-01-18 14:37:03,8m 48s,india,social,valentines_accessories,mobile,/new-arrivals,/404
S26011132903,U02637,2026-01-11 04:26:58,2026-01-11 04:56:09,1751s,TH,direct,,mobile,/new-arrivals,/products
S26010312048,U01563,2026-01-03 05:54:31,2026-01-03 05:56:15,1m 44s,Deutschland,email,tech_tuesday_email,mobile,/audio,/
S26032063575,U03385,2026-03-20 10:45:02,2026-03-20 10:56:47,705s,FR,organic,,mobile,/,/products
S26020222357,U04044,2026-02-02 02:53:10,2026-02-02 02:54:56,106s,FR,paid,asia_pacific_launch,mobile,/accessories,/products
S26011641892,U03779,2026-01-16 17:17:28,2026-01-16 17:44:13,1605s,ZA,social,influencer_sea_q1,mobile,/new-arrivals,/
S26010251382,U02488,2026-01-02 10:06:20,2026-01-02 10:33:17,26m 57s,argentina,organic,,mobile,/phones,/products
S26022457326,U03551,2026-02-24 10:48:37,2026-02-24 10:52:33,3m 56s,brazil,organic,,desktop,/sale,/search
S26030129486,U01379,2026-03-01 14:13:40,2026-03-01 14:31:42,18m 2s,Argentina,social,latam_social_push,mobile,/deals,/cart
S26012531347,U00920,2026-01-25 18:46:50,2026-01-25 19:05:32,18m 42s,CN,organic,,mobile,/deals,/404
S26010933138,U02907,2026-01-09 20:26:29,2026-01-09 20:56:16,29m 47s,UK,paid,new_year_gadgets,desktop,/new-arrivals,/products
S26032673348,U04807,2026-03-26 05:48:17,2026-03-26 05:56:12,475s,uae,social,latam_social_push,desktop,/new-arrivals,/404
S26010763314,U03877,2026-01-07 10:51:12,2026-01-07 11:05:00,13m 48s,canada,direct,,desktop,/new-arrivals,/search
S26033078690,U02420,2026-03-30 14:06:51,2026-03-30 14:32:02,25m 11s,United Arab Emirates,paid,middle_east_premium,mobile,/accessories,/products
S26031623588,U02527,2026-03-16 15:56:41,2026-03-16 16:25:05,28m 24s,china,direct,,mobile,/tablets,/products
S26012710440,U00850,2026-01-27 10:08:09,2026-01-27 10:37:34,1765s,JP,organic,,desktop,/sale,/products
S26030954967,U04693,2026-03-09 02:04:04,2026-03-09 02:17:32,13m 28s,SG,social,valentines_accessories,desktop,/phones,/404
S26011316193,U04036,2026-01-13 23:34:43,2026-01-13 23:42:10,7m 27s,AE,direct,,desktop,/audio,/404
S26032682879,U00761,2026-03-26 17:03:16,2026-03-26 17:32:57,1781s,ZA,paid,retargeting_global,mobile,/sale,/cart
S26032834162,U00360,2026-03-28 09:49:17,2026-03-28 09:51:56,2m 39s,JP,social,valentines_accessories,desktop,/deals,/
S26020951742,U03146,2026-02-09 00:55:20,2026-02-09 01:23:16,1676s,US,email,tech_tuesday_email,mobile,/deals,/search
S26032701544,U03995,2026-03-27 06:21:53,2026-03-27 06:42:45,20m 52s,italy,direct,,mobile,/accessories,/404
S26011127299,U02575,2026-01-11 21:09:01,2026-01-11 21:33:47,1486s,United States,direct,,desktop,/sale,/search
S26030201008,U03913,2026-03-02 02:46:56,2026-03-02 02:52:50,5m 54s,Australia,social,latam_social_push,mobile,/deals,/404
S26022331762,U02879,2026-02-23 17:12:21,2026-02-23 17:32:57,20m 36s,india,paid,new_year_gadgets,desktop,/new-arrivals,/
S26012246870,U03559,2026-01-22 02:57:01,2026-01-22 03:12:27,15m 26s,South Africa,social,latam_social_push,desktop,/audio,/cart
S26011281274,U02595,2026-01-12 11:36:42,2026-01-12 12:03:47,27m 5s,United Kingdom,organic,,desktop,/deals,/search
S26032778849,U01489,2026-03-27 20:21:16,2026-03-27 20:33:33,12m 17s,Singapore,organic,,mobile,/deals,/cart
S26010772288,U04461,2026-01-07 14:12:22,2026-01-07 14:36:36,24m 14s,India,paid,retargeting_global,desktop,/,/search
S26020228841,U04293,2026-02-02 13:43:36,2026-02-02 14:10:48,27m 12s,Japan,paid,retargeting_global,mobile,/tablets,/404
S26011437412,U02296,2026-01-14 20:29:54,2026-01-14 20:51:13,21m 19s,Argentina,social,influencer_sea_q1,desktop,/new-arrivals,/404
S26021684188,U02568,2026-02-16 00:14:23,2026-02-16 00:25:57,11m 34s,united states,paid,asia_pacific_launch,desktop,/sale,/cart
S26020307632,U00647,2026-02-03 11:03:40,2026-02-03 11:23:59,1219s,US,direct,,desktop,/audio,/404
S26032552066,U01152,2026-03-25 21:18:30,2026-03-25 21:21:35,3m 5s,japan,direct,,desktop,/sale,/
S26022467814,U02287,2026-02-24 00:17:17,2026-02-24 00:38:27,1270s,JP,social,influencer_sea_q1,desktop,/deals,/404
S26012027103,U02627,2026-01-20 05:13:30,2026-01-20 05:14:21,0m 51s,AU,organic,,mobile,/deals,/search
S26030615737,U00184,2026-03-06 23:09:21,2026-03-06 23:32:42,23m 21s,mexico,social,influencer_sea_q1,desktop,/sale,/products
S26012583051,U02967,2026-01-25 01:59:15,2026-01-25 02:15:02,15m 47s,italy,paid,retargeting_global,desktop,/new-arrivals,/search
S26021587799,U02546,2026-02-15 21:59:18,2026-02-15 22:28:15,28m 57s,USA,email,tech_tuesday_email,mobile,/deals,/products
S26012281961,U01642,2026-01-22 15:35:56,2026-01-22 15:57:28,21m 32s,South Africa,paid,spring_sale_2026,mobile,/,/products
S26012169851,U03867,2026-01-21 07:16:45,2026-01-21 07:42:15,1530s,singapore,paid,retargeting_global,mobile,/,/products
S26031220662,U03820,2026-03-12 02:19:27,2026-03-12 02:28:24,8m 57s,TH,social,valentines_accessories,mobile,/sale,/404
S26031980134,U02991,2026-03-19 17:55:17,2026-03-19 18:10:19,15m 2s,india,organic,,tablet,/new-arrivals,/404
S26010615912,U03909,2026-01-06 15:21:52,2026-01-06 15:43:58,22m 6s,China,direct,,mobile,/tablets,/cart
S26021557263,U00658,2026-02-15 02:39:05,2026-02-15 02:47:59,534s,Australia,paid,new_year_gadgets,desktop,/new-arrivals,/404
S26021615227,U03239,2026-02-16 04:18:27,2026-02-16 04:37:45,19m 18s,china,social,latam_social_push,mobile,/,/cart
S26012120035,U02245,2026-01-21 19:23:43,2026-01-21 19:38:42,14m 59s,italy,direct,,desktop,/,/
S26031500311,U04994,2026-03-15 20:36:57,2026-03-15 21:05:24,1707s,australia,social,influencer_sea_q1,mobile,/phones,/search
S26010253387,U01854,2026-01-02 09:29:49,2026-01-02 09:30:44,0m 55s,ZA,organic,,desktop,/new-arrivals,/search
S26012463494,U04526,2026-01-24 16:48:48,2026-01-24 17:12:04,1396s,SG,paid,asia_pacific_launch,mobile,/tablets,/products
S26020315897,U04343,2026-02-03 22:13:22,2026-02-03 22:16:02,2m 40s,australia,direct,,mobile,/,/404
S26012383125,U00883,2026-01-23 06:53:21,2026-01-23 07:07:15,13m 54s,TH,social,valentines_accessories,desktop,/,/search
S26021315068,U03218,2026-02-13 07:26:59,2026-02-13 07:41:54,895s,thailand,social,valentines_accessories,mobile,/deals,/
S26020379673,U02167,2026-02-03 07:46:29,2026-02-03 08:09:31,23m 2s,Australia,social,influencer_sea_q1,desktop,/accessories,/products
S26012736976,U03005,2026-01-27 21:01:41,2026-01-27 21:14:49,788s,China,direct,,mobile,/deals,/products
S26012649346,U01512,2026-01-26 04:34:09,2026-01-26 04:51:13,17m 4s,south africa,direct,,tablet,/new-arrivals,/cart
S26010989157,U02740,2026-01-09 22:01:46,2026-01-09 22:17:48,16m 2s,Canada,paid,retargeting_global,mobile,/phones,/search
S26011558782,U03167,2026-01-15 12:13:28,2026-01-15 12:31:51,18m 23s,United States,paid,new_year_gadgets,desktop,/,/
S26021155276,U04962,2026-02-11 09:40:16,2026-02-11 09:52:10,714s,CN,social,influencer_sea_q1,mobile,/new-arrivals,/search
S26010710318,U00175,2026-01-07 12:23:04,2026-01-07 12:33:25,10m 21s,Singapore,paid,new_year_gadgets,tablet,/new-arrivals,/404
S26012171006,U02771,2026-01-21 20:24:42,2026-01-21 20:45:49,1267s,japan,organic,,tablet,/new-arrivals,/search
S26021392291,U04322,2026-02-13 02:00:12,2026-02-13 02:24:00,23m 48s,AU,organic,,desktop,/sale,/cart
S26011413082,U01893,2026-01-14 16:41:50,2026-01-14 16:44:50,3m 0s,MX,paid,new_year_gadgets,mobile,/new-arrivals,/
S26010427485,U01601,2026-01-04 20:09:26,2026-01-04 20:28:24,1138s,JP,paid,new_year_gadgets,tablet,/new-arrivals,/404
S26021899550,U01070,2026-02-18 07:35:25,2026-02-18 07:38:56,3m 31s,France,social,influencer_sea_q1,mobile,/,/
S26010374968,U03151,2026-01-03 11:51:20,2026-01-03 12:10:45,19m 25s,JP,organic,,mobile,/new-arrivals,/search
S26032123717,U00840,2026-03-21 23:22:27,2026-03-21 23:44:05,1298s,India,direct,,desktop,/new-arrivals,/search
S26022001817,U00317,2026-02-20 07:48:58,2026-02-20 07:50:28,90s,IT,organic,,mobile,/sale,/cart
S26033001715,U01041,2026-03-30 09:53:48,2026-03-30 10:02:53,9m 5s,CN,direct,,mobile,/tablets,/
S26010502749,U00584,2026-01-05 23:34:21,2026-01-05 23:56:29,1328s,IN,paid,spring_sale_2026,mobile,/deals,/
S26031387314,U02445,2026-03-13 23:29:43,2026-03-13 23:49:14,1171s,thailand,direct,,desktop,/new-arrivals,/
S26012118452,U00322,2026-01-21 23:30:21,2026-01-21 23:50:08,1187s,IT,organic,,desktop,/deals,/404
S26021274715,U00814,2026-02-12 05:14:34,2026-02-12 05:38:48,1454s,italy,organic,,desktop,/sale,/cart
S26010323880,U03900,2026-01-03 10:19:02,2026-01-03 10:44:20,1518s,CO,paid,middle_east_premium,mobile,/deals,/products
S26012138650,U00270,2026-01-21 20:19:16,2026-01-21 20:24:27,311s,Italy,organic,,desktop,/new-arrivals,/products
S26032932151,U01331,2026-03-29 12:33:32,2026-03-29 12:41:08,7m 36s,US,email,tech_tuesday_email,desktop,/,/404
S26012158442,U04876,2026-01-21 17:10:55,2026-01-21 17:18:48,473s,canada,paid,middle_east_premium,desktop,/,/cart
S26011390035,U00699,2026-01-13 12:30:53,2026-01-13 12:43:00,727s,Chile,social,latam_social_push,mobile,/new-arrivals,/
S26020549376,U04757,2026-02-05 13:28:33,2026-02-05 13:44:03,930s,france,direct,,mobile,/deals,/404
S26030144188,U01585,2026-03-01 00:40:58,2026-03-01 00:53:59,781s,India,social,valentines_accessories,mobile,/phones,/
S26010483085,U03920,2026-01-04 13:09:03,2026-01-04 13:17:03,8m 0s,china,organic,,desktop,/,/cart
S26031972230,U00649,2026-03-19 22:09:24,2026-03-19 22:23:13,13m 49s,china,social,influencer_sea_q1,tablet,/sale,/search
S26013077652,U04368,2026-01-30 18:18:11,2026-01-30 18:41:47,23m 36s,South Africa,paid,new_year_gadgets,desktop,/deals,/products
S26013060604,U03848,2026-01-30 14:37:47,2026-01-30 14:47:27,580s,IN,social,valentines_accessories,desktop,/sale,/404
S26032267189,U03788,2026-03-22 19:00:08,2026-03-22 19:06:04,5m 56s,uae,social,latam_social_push,desktop,/deals,/cart
S26012792899,U01889,2026-01-27 12:49:07,2026-01-27 13:11:12,22m 5s,United Kingdom,organic,,mobile,/accessories,/
S26030724447,U02966,2026-03-07 21:22:02,2026-03-07 21:49:20,27m 18s,united states,social,latam_social_push,desktop,/new-arrivals,/
S26032962451,U03662,2026-03-29 02:26:36,2026-03-29 02:44:23,17m 47s,singapore,social,influencer_sea_q1,desktop,/sale,/
S26012777425,U02637,2026-01-27 22:16:03,2026-01-27 22:27:05,11m 2s,Thailand,social,latam_social_push,desktop,/deals,/
S26013121920,U03635,2026-01-31 10:45:14,2026-01-31 11:05:50,1236s,Italy,direct,,mobile,/tablets,/
S26022108556,U00630,2026-02-21 03:19:50,2026-02-21 03:43:11,23m 21s,Canada,organic,,desktop,/deals,/
S26012889122,U02083,2026-01-28 00:52:52,2026-01-28 01:17:11,24m 19s,SG,direct,,desktop,/,/cart
S26031563915,U04231,2026-03-15 16:43:24,2026-03-15 16:55:40,12m 16s,japan,paid,new_year_gadgets,desktop,/sale,/cart
S26020773008,U03647,2026-02-07 16:01:24,2026-02-07 16:06:44,5m 20s,Singapore,email,tech_tuesday_email,tablet,/accessories,/
S26030844054,U02796,2026-03-08 10:52:08,2026-03-08 11:19:48,27m 40s,United States,organic,,mobile,/phones,/products
S26010443538,U03000,2026-01-04 02:59:21,2026-01-04 03:00:25,64s,CA,direct,,desktop,/sale,/search
S26021253038,U00485,2026-02-12 20:27:42,2026-02-12 20:56:09,28m 27s,india,paid,spring_sale_2026,desktop,/new-arrivals,/
S26033073246,U02495,2026-03-30 03:10:56,2026-03-30 03:35:31,1475s,australia,organic,,mobile,/new-arrivals,/404
S26030233357,U01501,2026-03-02 14:29:39,2026-03-02 14:52:09,22m 30s,Deutschland,paid,new_year_gadgets,mobile,/sale,/cart
S26031060820,U03520,2026-03-10 23:16:15,2026-03-10 23:28:24,12m 9s,Australia,organic,,mobile,/phones,/products
S26010722975,U01495,2026-01-07 07:23:38,2026-01-07 07:30:09,6m 31s,argentina,social,valentines_accessories,mobile,/deals,/search
S26020699528,U03393,2026-02-06 14:43:35,2026-02-06 14:45:22,1m 47s,colombia,direct,,desktop,/tablets,/
S26031198949,U03152,2026-03-11 18:32:56,2026-03-11 18:35:03,2m 7s,australia,social,influencer_sea_q1,mobile,/new-arrivals,/
S26021029421,U00108,2026-02-10 13:23:29,2026-02-10 13:38:24,14m 55s,canada,organic,,desktop,/,/404
S26030771514,U01953,2026-03-07 13:14:37,2026-03-07 13:23:09,8m 32s,singapore,paid,new_year_gadgets,mobile,/,/cart
S26011350317,U04436,2026-01-13 15:48:48,2026-01-13 16:01:12,744s,italy,direct,,mobile,/deals,/
S26010330244,U03048,2026-01-03 14:19:13,2026-01-03 14:37:25,18m 12s,United States,organic,,tablet,/new-arrivals,/search
S26020920736,U02706,2026-02-09 22:55:35,2026-02-09 23:11:53,16m 18s,US,paid,retargeting_global,mobile,/sale,/cart
